Digital Gain,11.69,3.41,10.81,3.18,8.39,2.1,42.43,13.77,17.22,3.29,33.33,5.65,17.99,4.27,19.35,4.27,57.58,9.73,12.14,2.11,31.65,5.64,14.5,3.2,11.67,2.4,58.64,13,85.27,18.81,18.7,5.53,38.47,7.62,20.03,3.84,37.17,9.2,4.42,1.82,11.4,2.87,17.88,4.07
1294,0.18835622,0.11087316,0.31584495,-0.06382247,0.15922906,0.17902116,-0.08635707,0.04796726,0.10727529,0.33972144,0.10040827,0.20675603,0.17170131,0.19391415,0.14668338,0.22049765,0.23499365,0.17304707,0.27138007,0.26480058,0.27183226,0.19639321,0,09:35.0,0,0,0,,,,,,,,,,,,,,,,,
1295,0.18784532,0.11046836,0.31533128,-0.06241725,0.15781069,0.17843309,-0.08745407,0.04773348,0.10840584,0.33911589,0.09991685,0.20594297,0.17146073,0.19308172,0.14589256,0.22017272,0.23391287,0.17259273,0.27044052,0.26440224,0.271175,0.19546187,0,09:35.2,0,0,0,,,,,,,,,,,,,,,,,
1296,0.187364,0.11012242,0.31484312,-0.06105099,0.15639551,0.17789258,-0.08849111,0.04753335,0.10949536,0.3385089,0.0994256,0.20512356,0.17123114,0.19224191,0.14513963,0.21988256,0.23282933,0.17210048,0.26950768,0.26405022,0.2705431,0.19451745,2,09:35.3,0,0,0,,,,,,,,,,,,,,,,,
1297,0.1869128,0.109832,0.31438148,-0.05972989,0.15499404,0.17739919,-0.0894698,0.04736354,0.11051292,0.33790457,0.09893899,0.20429997,0.17101562,0.19137983,0.1444308,0.21962315,0.23174736,0.17156781,0.26858526,0.26374578,0.26993623,0.19356145,0,09:35.3,0,0,0,,,,,,,,,,,,,,,,,
1298,0.18649752,0.10960183,0.31395373,-0.05845882,0.15362501,0.1769637,-0.0903866,0.04722626,0.11146259,0.33731666,0.09845912,0.20347872,0.17081605,0.19051468,0.14376628,0.21939541,0.2306758,0.17099726,0.26767629,0.26348835,0.26935914,0.19259977,0,09:35.5,0,0,0,,,,,,,,,,,,,,,,,
1299,0.1861207,0.10943361,0.31356677,-0.05723844,0.15230145,0.17659049,-0.09123033,0.0471313,0.11233104,0.33675033,0.09798797,0.20266573,0.1706403,0.18966244,0.14315438,0.21919818,0.2296259,0.17039566,0.26678512,0.26327786,0.26881334,0.1916426,0,09:35.5,0,0,0,,,,,,,,,,,,,,,,,
1300,0.1857882,0.10933121,0.31322825,-0.0560729,0.15104805,0.17628406,-0.09199993,0.04707674,0.11311266,0.33621818,0.09753161,0.2018683,0.17049211,0.18882285,0.1426089,0.2190344,0.2285955,0.1697721,0.2659224,0.26311144,0.26831159,0.19069786,0,09:35.6,0,0,0,,,,,,,,,,,,,,,,,
1301,0.18549418,0.1092889,0.31293678,-0.05497056,0.14985847,0.17604382,-0.09269181,0.04706333,0.11381025,0.33571604,0.09708561,0.20108849,0.17037293,0.18799247,0.14213051,0.21890129,0.22759108,0.16912916,0.26509297,0.26298636,0.26785007,0.18976787,0,09:35.8,0,0,0,,,,,,,,,,,,,,,,,
1302,0.18522102,0.10929392,0.31268123,-0.05394764,0.1487157,0.175854,-0.0933165,0.04707973,0.11439224,0.33522826,0.09664672,0.20032179,0.17027362,0.18716846,0.14171521,0.21878164,0.22659242,0.16845965,0.26429695,0.26290059,0.2674067,0.18883619,0,09:35.9,0,0,0,,,,,,,,,,,,,,,,,
1303,0.18497841,0.10934912,0.31247103,-0.05300051,0.14764577,0.17572531,-0.0938696,0.04713104,0.1148543,0.33477411,0.09622253,0.1995773,0.17020072,0.1863658,0.14136542,0.21867976,0.22561663,0.16777545,0.26354218,0.26284778,0.26699236,0.18792015,0,09:36.0,0,0,0,,,,,,,,,,,,,,,,,
1304,0.18477394,0.10945806,0.31231481,-0.05212645,0.14667262,0.17566532,-0.09434704,0.04722236,0.11519623,0.33437011,0.09581243,0.1988636,0.17016365,0.18559253,0.14107865,0.21859565,0.2246777,0.16708483,0.26283276,0.26282275,0.26661602,0.18703257,0,09:36.0,0,0,0,,,,,,,,,,,,,,,,,
1305,0.18461606,0.1096278,0.31222188,-0.05132639,0.14581823,0.1756828,-0.09473804,0.04736425,0.11540773,0.33403242,0.09542438,0.19819242,0.17017387,0.18487655,0.14087723,0.21853372,0.22378878,0.1664118,0.26217583,0.2628206,0.26629397,0.18618819,0,09:36.2,0,0,0,,,,,,,,,,,,,,,,,
1306,0.18448955,0.10984426,0.31217992,-0.05062035,0.1450668,0.17576662,-0.09505329,0.04754739,0.1154772,0.33374295,0.09505688,0.1975563,0.170224,0.18419403,0.14075121,0.21848269,0.2229344,0.16574706,0.26157531,0.26283792,0.26600832,0.18537712,0,09:36.2,0,0,0,,,,,,,,,,,,,,,,,
1307,0.18438382,0.11009569,0.31218186,-0.05001396,0.14440757,0.17590789,-0.09529853,0.04776301,0.11540537,0.3334944,0.09470008,0.19695626,0.17030756,0.18354945,0.1406979,0.21843369,0.22211443,0.16508138,0.26103207,0.26287121,0.26575091,0.1845959,0,09:36.3,0,0,0,,,,,,,,,,,,,,,,,
1308,0.18429607,0.11037689,0.31222376,-0.04951875,0.14384243,0.17610383,-0.09548172,0.04800921,0.11518392,0.33328891,0.09435643,0.19639196,0.17042506,0.18294194,0.14070016,0.2183823,0.22132768,0.16442536,0.26055086,0.26291513,0.26551798,0.18384142,0,09:36.5,0,0,0,,,,,,,,,,,,,,,,,
1309,0.18422207,0.11068207,0.31230199,-0.04913761,0.14337516,0.1763511,-0.0956058,0.04828154,0.11479072,0.33312544,0.09402377,0.19586365,0.1705738,0.18237607,0.14076114,0.21832037,0.2205705,0.16377693,0.26013243,0.26296481,0.26530361,0.18311472,0,09:36.5,0,0,0,,,,,,,,,,,,,,,,,
1310,0.18416408,0.11100739,0.31241322,-0.04887635,0.14300723,0.1766469,-0.09567388,0.04857777,0.11422936,0.33300444,0.09370475,0.19537401,0.17075923,0.18184996,0.14087248,0.21824108,0.21984272,0.16314146,0.25977939,0.26301822,0.26510617,0.1824207,0,09:36.7,0,0,0,,,,,,,,,,,,,,,,,
1311,0.18410861,0.11134202,0.31254792,-0.04874562,0.14272323,0.1769812,-0.09569472,0.0488927,0.11350397,0.33291566,0.0933961,0.19491857,0.17096691,0.18135808,0.14103182,0.21813978,0.21913955,0.16251358,0.25949454,0.26307139,0.26491261,0.18175316,0,09:36.7,0,0,0,,,,,,,,,,,,,,,,,
1312,0.18403578,0.11166761,0.31268674,-0.04876933,0.14248431,0.17732809,-0.09568375,0.0492102,0.11258126,0.33283347,0.09308709,0.19448522,0.17118701,0.18089867,0.14121604,0.21799915,0.21844575,0.16187543,0.2592738,0.2631214,0.26469895,0.18109506,0,09:36.9,0,0,0,,,,,,,,,,,,,,,,,
1313,0.18395649,0.11198454,0.31283322,-0.04894064,0.14231914,0.17769831,-0.09564153,0.04953434,0.11146764,0.33277002,0.09277757,0.1940752,0.1714219,0.18047091,0.14142476,0.21781367,0.21777481,0.1612452,0.25911722,0.26316631,0.26446697,0.18045147,0,09:37.0,0,0,0,,,,,,,,,,,,,,,,,
1314,0.18387879,0.11229829,0.31299126,-0.04925353,0.14224598,0.17809807,-0.09556769,0.04986449,0.11018746,0.33273536,0.09247106,0.19369511,0.17167456,0.18009223,0.14164627,0.21758068,0.21713358,0.1606245,0.25902754,0.26320347,0.26422733,0.1798303,0,09:37.0,0,0,0,,,,,,,,,,,,,,,,,
1315,0.18380643,0.1126084,0.31315878,-0.04971001,0.14225616,0.17853492,-0.09546566,0.05020583,0.1087409,0.33273008,0.09217355,0.19334601,0.17194855,0.17976418,0.1418869,0.21730375,0.21653131,0.16002621,0.25900865,0.26323262,0.26397899,0.17923497,0,09:37.2,0,0,0,,,,,,,,,,,,,,,,,
1316,0.1837272,0.11290144,0.3133212,-0.0503162,0.14232287,0.17899448,-0.09534781,0.05054369,0.10713327,0.33273178,0.09187525,0.19301787,0.17222928,0.17947777,0.14212814,0.21697204,0.21595031,0.15943307,0.2590566,0.26325592,0.26370287,0.17865402,0,09:37.3,0,0,0,,,,,,,,,,,,,,,,,
1317,0.18363975,0.11317458,0.31347361,-0.05108575,0.1424461,0.17946298,-0.09521785,0.0508741,0.10535953,0.33273256,0.09157155,0.19270496,0.17251134,0.17923389,0.14234744,0.21657695,0.21539851,0.15884432,0.25917128,0.263273,0.26339129,0.1780812,0,09:37.4,0,0,0,,,,,,,,,,,,,,,,,
1318,0.18354706,0.11342543,0.3136096,-0.05201498,0.1426219,0.17994414,-0.09508352,0.05119434,0.10342265,0.33273116,0.09126306,0.19240309,0.17279145,0.1790316,0.14254536,0.2161199,0.21486342,0.15826507,0.25935048,0.26328671,0.26304275,0.17751656,0,09:37.4,0,0,0,,,,,,,,,,,,,,,,,
1319,0.1834522,0.11365195,0.31372654,-0.05309382,0.14284514,0.18043974,-0.0949516,0.05150042,0.10134868,0.33272889,0.09094757,0.19210935,0.17306711,0.17887981,0.14271745,0.21559179,0.21435842,0.15769345,0.25959423,0.26329902,0.26265031,0.17695539,0,09:37.5,0,0,0,,,,,,,,,,,,,,,,,
1320,0.18336125,0.1138555,0.31382501,-0.05431968,0.14312141,0.18095085,-0.09482362,0.05179257,0.09915137,0.33272225,0.09062532,0.19182304,0.17333719,0.17877041,0.14286055,0.21499684,0.21388526,0.15713307,0.2599026,0.26331007,0.26222071,0.17640355,0,09:37.6,0,0,0,,,,,,,,,,,,,,,,,
1321,0.1832605,0.11402535,0.31389049,-0.05569915,0.14341755,0.18146117,-0.09471435,0.05206113,0.09684037,0.33269164,0.09029111,0.19153279,0.17358771,0.1786997,0.14296757,0.21433054,0.2134293,0.15657562,0.26026827,0.26332477,0.26173627,0.17584613,0,09:37.8,0,0,0,,,,,,,,,,,,,,,,,
1322,0.18314728,0.11415783,0.31391755,-0.05722573,0.14372697,0.18197003,-0.09462789,0.05229897,0.09440862,0.33262718,0.08993968,0.19122748,0.17381236,0.17867151,0.14301111,0.21358259,0.21297693,0.15601178,0.26068613,0.26334456,0.26118708,0.17527981,0,09:37.9,0,0,0,,,,,,,,,,,,,,,,,
1323,0.18304144,0.1142621,0.31391385,-0.05887408,0.14407614,0.18248726,-0.09455934,0.05251453,0.09188607,0.33254516,0.08957161,0.19091521,0.17401443,0.17869227,0.14300472,0.21276204,0.21254942,0.15545188,0.26116025,0.2633692,0.26058799,0.17471288,0,09:38.0,0,0,0,,,,,,,,,,,,,,,,,
1324,0.1829586,0.11435097,0.31389132,-0.06062819,0.14448358,0.18303226,-0.09450467,0.05271637,0.08930964,0.33245906,0.08920113,0.19060019,0.17420292,0.17878586,0.14295945,0.21188095,0.21217434,0.15491593,0.26169077,0.26340118,0.25995794,0.17416196,0,09:38.0,0,0,0,,,,,,,,,,,,,,,,,
1325,0.18288991,0.11441531,0.3138383,-0.06249014,0.14492895,0.18359435,-0.0944712,0.05289197,0.08669946,0.33235064,0.08881871,0.19026957,0.1743663,0.17892469,0.14287035,0.21094196,0.21182379,0.15439376,0.26227072,0.26344392,0.25928605,0.17361134,0,09:38.1,0,0,0,,,,,,,,,,,,,,,,,
1326,0.18283379,0.1144514,0.31375059,-0.06444931,0.1453976,0.18416125,-0.09446616,0.05303963,0.08405769,0.33221513,0.08842088,0.18991654,0.17449901,0.17911266,0.14271741,0.20994486,0.21150352,0.15387964,0.26289716,0.26349941,0.25857463,0.17305975,0,09:38.3,0,0,0,,,,,,,,,,,,,,,,,
1327,0.18279116,0.11446178,0.31362894,-0.06648424,0.1458907,0.18474211,-0.09449182,0.0531592,0.08140579,0.33205128,0.08800559,0.18953754,0.17460127,0.17935552,0.14250791,0.20889527,0.21120934,0.15337832,0.26356828,0.26356813,0.25782555,0.17250891,0,09:38.4,0,0,0,,,,,,,,,,,,,,,,,
1328,0.1827662,0.11444686,0.31347319,-0.06858079,0.14641415,0.1853326,-0.09455197,0.05325162,0.07877794,0.33186182,0.08757643,0.18913263,0.17466818,0.17965141,0.14226069,0.20780112,0.21094562,0.15289083,0.26428077,0.26364982,0.25704569,0.17196481,0,09:38.5,0,0,0,,,,,,,,,,,,,,,,,
1329,0.18276314,0.1144091,0.31328821,-0.07071892,0.14697231,0.18593746,-0.09464284,0.05331487,0.07619526,0.33164832,0.08713517,0.18870047,0.17470373,0.17999846,0.14195327,0.20667215,0.21070473,0.15241647,0.26503026,0.26374498,0.2562432,0.17143229,0,09:38.5,0,0,0,,,,,,,,,,,,,,,,,
1330,0.18278389,0.11435035,0.31307545,-0.07288069,0.14756609,0.18655224,-0.09476425,0.0533535,0.07368757,0.33141503,0.08668002,0.18823737,0.17470649,0.18038498,0.14161159,0.20552261,0.21049514,0.15196489,0.265811,0.26385412,0.25543177,0.17091368,0,09:38.7,0,0,0,,,,,,,,,,,,,,,,,
1331,0.18280877,0.11425508,0.31282064,-0.07506497,0.14815909,0.1871583,-0.09493066,0.05335437,0.07124795,0.33113787,0.08620266,0.18773258,0.17466553,0.18079731,0.14122957,0.20434922,0.21030633,0.15152103,0.2666243,0.26397684,0.25459808,0.17039841,0,09:38.7,0,0,0,,,,,,,,,,,,,,,,,
1332,0.18284164,0.11412429,0.31252614,-0.0772483,0.14875151,0.18776219,-0.09514063,0.05331732,0.06890833,0.33082002,0.0857054,0.18718182,0.17457877,0.18125075,0.14080824,0.20316257,0.2101257,0.15108417,0.26745659,0.26410967,0.25374687,0.1698851,0,09:38.8,0,0,0,,,,,,,,,,,,,,,,,
1333,0.18289953,0.11397255,0.31220838,-0.07940242,0.14938468,0.18837266,-0.09538736,0.05325665,0.06668575,0.33049247,0.0851934,0.18659393,0.17445715,0.18174095,0.14036117,0.20197973,0.20996857,0.15067071,0.26831028,0.26425034,0.25290811,0.16939709,0,09:39.0,0,0,0,,,,,,,,,,,,,,,,,
1334,0.18297902,0.11379844,0.31186688,-0.08150999,0.15004852,0.18898505,-0.09566928,0.05317196,0.06460844,0.33014879,0.08467058,0.1859695,0.17430094,0.18226759,0.13989393,0.20081399,0.20984462,0.15028593,0.26918361,0.26439816,0.25209239,0.16893812,0,09:39.0,0,0,0,,,,,,,,,,,,,,,,,
1335,0.18306504,0.11359137,0.31149518,-0.08355699,0.15071841,0.18959208,-0.09599116,0.05305385,0.06267412,0.32977134,0.08413062,0.1852999,0.17410417,0.18281248,0.13941392,0.19966882,0.20973086,0.14991723,0.27007338,0.26455209,0.25129205,0.1684994,0,09:39.2,0,0,0,,,,,,,,,,,,,,,,,
1336,0.18315522,0.11334989,0.31109223,-0.08554001,0.15139197,0.19018407,-0.09635742,0.05290307,0.0609132,0.32936594,0.08357343,0.18458223,0.1738659,0.18336332,0.13892993,0.1985489,0.20962451,0.14956437,0.27097276,0.26470968,0.25051656,0.16808015,0,09:39.3,0,0,0,,,,,,,,,,,,,,,,,
1337,0.18324681,0.11307169,0.31065816,-0.08743737,0.15206297,0.19075271,-0.09676563,0.05271731,0.05932327,0.32893264,0.08299825,0.18381679,0.17358389,0.18392614,0.13844474,0.19746803,0.20951734,0.14922948,0.27187312,0.26486737,0.24977335,0.16768579,0,09:39.4,0,0,0,,,,,,,,,,,,,,,,,
1338,0.18333998,0.11275928,0.31019607,-0.08923454,0.15273057,0.1913012,-0.09721899,0.05250155,0.0579104,0.3284741,0.08240744,0.18300103,0.17326324,0.18450378,0.13796213,0.19643407,0.20941611,0.14891483,0.27277553,0.26502413,0.24907066,0.16731924,0,09:39.5,0,0,0,,,,,,,,,,,,,,,,,
1339,0.18343866,0.11241611,0.30971175,-0.09091257,0.1533955,0.19183016,-0.09771269,0.05226035,0.05670074,0.32799795,0.08180423,0.18213858,0.17290366,0.18508385,0.13749926,0.19545799,0.20931593,0.14862418,0.27367666,0.26517797,0.24842022,0.16698459,0,09:39.5,0,0,0,,,,,,,,,,,,,,,,,
1340,0.18353845,0.11204236,0.30920607,-0.09246669,0.1540549,0.19233133,-0.09824209,0.05199416,0.0556814,0.32750234,0.08119193,0.18123141,0.17250814,0.18567342,0.13705654,0.19455102,0.20921643,0.14835306,0.27457488,0.26532862,0.24783027,0.166685,0,09:39.7,0,0,0,,,,,,,,,,,,,,,,,
1341,0.18361729,0.11162209,0.30866456,-0.09390379,0.1546645,0.19278307,-0.09881862,0.05169012,0.05484559,0.32696232,0.08056261,0.18026668,0.17206644,0.18623275,0.13663548,0.19370773,0.20909734,0.14809667,0.27546051,0.26547641,0.24728361,0.16640402,0,09:39.8,0,0,0,,,,,,,,,,,,,,,,,
1342,0.1836845,0.11116406,0.30809662,-0.09520349,0.15524168,0.19319041,-0.0994409,0.05135424,0.05418753,0.3263922,0.07991843,0.17924808,0.17158182,0.18676904,0.13623939,0.19293074,0.2089608,0.14784515,0.27632916,0.26561931,0.24679205,0.16614342,0,09:39.9,0,0,0,,,,,,,,,,,,,,,,,
1343,0.18376057,0.11068676,0.30752173,-0.09634147,0.15581673,0.19357124,-0.10009144,0.05100492,0.05372684,0.32582197,0.07927079,0.17818975,0.17106897,0.18731213,0.13588984,0.19223881,0.2088201,0.14762689,0.27718598,0.26575643,0.24638174,0.16592617,0,09:40.0,0,0,0,,,,,,,,,,,,,,,,,
1344,0.18383607,0.11018627,0.30693558,-0.09732781,0.15635912,0.19391994,-0.10077462,0.05063444,0.0534514,0.32523534,0.07861973,0.17708719,0.17052642,0.18784234,0.13558801,0.19163454,0.20867303,0.14743146,0.27802658,0.26589209,0.24604984,0.16574325,0,09:40.0,0,0,0,,,,,,,,,,,,,,,,,
1345,0.183908,0.10966084,0.30633616,-0.09815906,0.15684934,0.19421838,-0.10149548,0.05024378,0.05336129,0.32462555,0.07796469,0.17593695,0.1699495,0.18835101,0.13533449,0.19111286,0.20850892,0.14724879,0.2788488,0.2660287,0.24579063,0.16558737,0,09:40.1,0,0,0,,,,,,,,,,,,,,,,,
1346,0.18397935,0.10911602,0.30572665,-0.09883731,0.157298,0.19447121,-0.10224534,0.04983497,0.05344954,0.32399821,0.07730617,0.17474197,0.1693417,0.18884502,0.13513587,0.19067882,0.20831765,0.14708176,0.27964607,0.26616922,0.24560736,0.16546303,0,09:40.2,0,0,0,,,,,,,,,,,,,,,,,
1347,0.18405367,0.10856108,0.30511215,-0.09935324,0.15769918,0.19467762,-0.10302454,0.04941265,0.05369419,0.3233557,0.0766456,0.1735051,0.1687053,0.18931821,0.13498332,0.19033055,0.20810951,0.1469326,0.28042096,0.26631516,0.24549887,0.1653655,0,09:40.4,0,0,0,,,,,,,,,,,,,,,,,
1348,0.1841412,0.10800661,0.30449891,-0.099706,0.15806025,0.19484402,-0.10382448,0.04898084,0.05409971,0.32270738,0.0759879,0.17222953,0.16804589,0.18978693,0.13488063,0.19007209,0.20789234,0.14679968,0.2811754,0.26647243,0.24547543,0.16529891,0,09:40.4,0,0,0,,,,,,,,,,,,,,,,,
1349,0.18424976,0.1074614,0.30389911,-0.09988907,0.1583834,0.19497386,-0.10464002,0.04855039,0.05466066,0.32205757,0.0753373,0.17092219,0.16737118,0.19025075,0.13483892,0.18990518,0.20767586,0.14669403,0.28190696,0.26664424,0.24554162,0.16527317,0,09:40.5,0,0,0,,,,,,,,,,,,,,,,,
1350,0.18437931,0.10693114,0.3033115,-0.09991243,0.15866348,0.19506589,-0.10546886,0.04811837,0.05536136,0.32140318,0.07469513,0.16958243,0.16668536,0.1907232,0.13485725,0.18983039,0.20745128,0.14661419,0.28261369,0.26683483,0.2456931,0.16527596,0,09:40.7,0,0,0,,,,,,,,,,,,,,,,,
1351,0.18452442,0.10641246,0.30273056,-0.09978971,0.15886936,0.19510378,-0.10631754,0.04767974,0.05619655,0.3207331,0.07405149,0.16820338,0.16597439,0.19117059,0.13492537,0.1898364,0.20720556,0.14655277,0.28329697,0.26704967,0.24591102,0.16530199,0,09:40.8,0,0,0,,,,,,,,,,,,,,,,,
1352,0.18470678,0.10592796,0.30217406,-0.09951408,0.15904309,0.19510858,-0.10717265,0.04724712,0.05715362,0.32007015,0.07341814,0.16679601,0.16525622,0.1916395,0.13504396,0.18992592,0.20696437,0.14651056,0.28395748,0.2672914,0.2462139,0.16535835,0,09:40.9,0,0,0,,,,,,,,,,,,,,,,,
1353,0.18494892,0.1054993,0.30166081,-0.09907243,0.15921259,0.1951026,-0.1080189,0.04683683,0.05824342,0.31943941,0.0728099,0.16537394,0.16454834,0.19214006,0.13522394,0.1901111,0.20674551,0.14651774,0.28459984,0.26756528,0.24661928,0.16546316,0,09:40.9,0,0,0,,,,,,,,,,,,,,,,,
1354,0.18524544,0.10512771,0.30118561,-0.09849027,0.15934995,0.19507231,-0.10886028,0.04644051,0.05943684,0.31882206,0.07221937,0.16393383,0.16384578,0.19266868,0.13544978,0.19038451,0.20654882,0.1465622,0.28522325,0.26787791,0.24711168,0.1656059,0,09:41.0,0,0,0,,,,,,,,,,,,,,,,,
1355,0.18560144,0.10482138,0.30075237,-0.09776556,0.15946369,0.19502509,-0.10969377,0.04606363,0.06072173,0.31822261,0.07164551,0.16247652,0.16315295,0.19322662,0.13572001,0.19073984,0.20637447,0.14664523,0.28582829,0.26823437,0.24768719,0.16578393,0,09:41.2,0,0,0,,,,,,,,,,,,,,,,,
1356,0.18602709,0.10459036,0.30036834,-0.09690112,0.15956517,0.19496433,-0.11051429,0.04571215,0.06210179,0.31765047,0.07109113,0.16100392,0.1624781,0.19382337,0.13603292,0.19117922,0.20623517,0.14677373,0.28641924,0.26863754,0.24834834,0.16600402,0,09:41.3,0,0,0,,,,,,,,,,,,,,,,,
1357,0.18652737,0.10444662,0.30003902,-0.09591001,0.1596563,0.19489396,-0.11131478,0.04538743,0.0635866,0.31710923,0.07056143,0.15952088,0.16182567,0.19448057,0.13638261,0.19170207,0.20613226,0.14695965,0.28700444,0.26909104,0.2490944,0.16626556,0,09:41.4,0,0,0,,,,,,,,,,,,,,,,,
1358,0.18711685,0.10440423,0.29977331,-0.09478891,0.15976454,0.19482398,-0.11208574,0.04509487,0.06516722,0.31660882,0.07005627,0.15803455,0.16120903,0.19520712,0.13677318,0.19230621,0.20608544,0.14720704,0.28757918,0.26959816,0.24992794,0.16657513,0,09:41.5,0,0,0,,,,,,,,,,,,,,,,,
1359,0.18780023,0.10447285,0.29957971,-0.09353954,0.15989956,0.19476144,-0.1128217,0.04484065,0.0668393,0.31615949,0.0695826,0.15654902,0.16063266,0.19600162,0.13720006,0.19299628,0.20610426,0.14752614,0.28814495,0.27015984,0.25085574,0.16693918,0,09:41.5,0,0,0,,,,,,,,,,,,,,,,,
1360,0.18856527,0.10464466,0.29944924,-0.09218304,0.16004789,0.19469739,-0.11353022,0.04461752,0.06857865,0.31574556,0.06913337,0.15506156,0.16009478,0.19686563,0.13764615,0.19376181,0.20618011,0.14791554,0.28870565,0.27077809,0.2518616,0.16735028,0,09:41.6,0,0,0,,,,,,,,,,,,,,,,,
1361,0.18940891,0.10492175,0.29937991,-0.09072703,0.16020522,0.19462666,-0.11421383,0.04442078,0.07039035,0.31536567,0.06870654,0.15356839,0.15959786,0.19779731,0.13811545,0.19460431,0.20632206,0.14836462,0.28926331,0.27145168,0.25293353,0.16780309,0,09:41.8,0,0,0,,,,,,,,,,,,,,,,,
1362,0.1903521,0.10532276,0.29938886,-0.089158,0.16041547,0.19457091,-0.11485834,0.04426399,0.07228345,0.31504908,0.06830937,0.15208103,0.15915769,0.19880013,0.13859804,0.19552474,0.20655273,0.14889517,0.28982025,0.27217865,0.25408927,0.16831821,0,09:41.9,0,0,0,,,,,,,,,,,,,,,,,
1363,0.19140205,0.10585699,0.29948559,-0.08748539,0.16069978,0.19453807,-0.1154476,0.04415139,0.0742634,0.31480548,0.06795315,0.1506082,0.15878773,0.19990484,0.13910887,0.19653159,0.20688504,0.14952466,0.29038364,0.27295902,0.25534099,0.16890237,0,09:42.0,0,0,0,,,,,,,,,,,,,,,,,
1364,0.19254063,0.10651504,0.29965782,-0.0857266,0.1610316,0.19451313,-0.11598925,0.04407379,0.07631283,0.31461945,0.06762639,0.14914407,0.15848416,0.20109716,0.13961987,0.19762081,0.20730938,0.15024498,0.29095307,0.27379075,0.25667152,0.16954924,0,09:42.0,0,0,0,,,,,,,,,,,,,,,,,
1365,0.19376428,0.10729379,0.29990384,-0.08388852,0.16141836,0.19450109,-0.1164868,0.0440249,0.07843644,0.31448814,0.06732873,0.14768729,0.15824866,0.20236994,0.14013529,0.19878754,0.20781775,0.15105493,0.29152715,0.27467033,0.2580733,0.17025469,0,09:42.2,0,0,0,,,,,,,,,,,,,,,,,
1366,0.19506694,0.10819298,0.30022314,-0.08197737,0.16186662,0.19450063,-0.1169363,0.04400467,0.08061412,0.3144134,0.06706361,0.14623813,0.15808654,0.20372069,0.14066093,0.20002818,0.20842117,0.15195891,0.29210678,0.275594,0.25953853,0.17102309,0,09:42.3,0,0,0,,,,,,,,,,,,,,,,,
1367,0.19644344,0.10920754,0.30061051,-0.07999908,0.16237816,0.19450727,-0.11733615,0.04401061,0.08284511,0.31439608,0.06682597,0.14479618,0.15800002,0.20514841,0.14118907,0.20134087,0.20912132,0.15295939,0.29269028,0.27655667,0.26106793,0.17185354,0,09:42.3,0,0,0,,,,,,,,,,,,,,,,,
1368,0.19788949,0.11033654,0.30106673,-0.07795965,0.16295582,0.19452474,-0.11768598,0.04404231,0.08513381,0.31444025,0.06662248,0.14336705,0.157996,0.20665729,0.14172176,0.20272647,0.20992871,0.15406226,0.29328516,0.27755442,0.26266128,0.17275417,0,09:42.5,0,0,0,,,,,,,,,,,,,,,,,
1369,0.19939534,0.11157265,0.3015894,-0.0758617,0.1636067,0.19455071,-0.11798204,0.04409235,0.08746679,0.31454417,0.06645261,0.1419511,0.15807718,0.20824046,0.14225145,0.20418368,0.21083094,0.15526585,0.29388803,0.27858174,0.26431313,0.17372032,0,09:42.5,0,0,0,,,,,,,,,,,,,,,,,
1370,0.20093243,0.11289325,0.30215624,-0.07373624,0.16429076,0.19455753,-0.11823675,0.0441474,0.08982785,0.3146801,0.06630237,0.14053561,0.1582298,0.20986667,0.14277448,0.20569848,0.21180865,0.15655488,0.29448932,0.27963427,0.26600102,0.17473774,0,09:42.7,0,0,0,,,,,,,,,,,,,,,,,
1371,0.20249143,0.1142923,0.30276623,-0.07158564,0.1650109,0.19454296,-0.11844695,0.04420182,0.0921939,0.31484729,0.06617089,0.13911949,0.1584556,0.21153539,0.14328387,0.20726416,0.21285042,0.15792035,0.29509145,0.28070462,0.26771367,0.17580302,0,09:42.8,0,0,0,,,,,,,,,,,,,,,,,
1372,0.20407923,0.11577018,0.30342364,-0.06939884,0.16579491,0.19452594,-0.11860573,0.04426266,0.09457221,0.31506136,0.06606885,0.13771294,0.1587638,0.2132608,0.14379202,0.20888036,0.2139812,0.15937094,0.29569665,0.28178576,0.2694622,0.17693055,0,09:42.9,0,0,0,,,,,,,,,,,,,,,,,
1373,0.2056921,0.1173238,0.30413058,-0.06718336,0.16665018,0.19450492,-0.11870977,0.04433156,0.09696621,0.31533089,0.06600033,0.13632187,0.15916248,0.21504238,0.14431044,0.2105516,0.21520413,0.16091502,0.29630646,0.28287256,0.27125263,0.17812198,0,09:42.9,0,0,0,,,,,,,,,,,,,,,,,
1374,0.20730302,0.11893224,0.30486882,-0.06496335,0.16753273,0.19446352,-0.11876465,0.0443936,0.09935185,0.31562665,0.06595546,0.13493605,0.15963699,0.21685199,0.14482865,0.21226214,0.21649957,0.16253327,0.29691795,0.28396195,0.27305877,0.17936556,0,09:43.0,0,0,0,,,,,,,,,,,,,,,,,
1375,0.20890208,0.12058295,0.30563074,-0.06274884,0.16843542,0.19439277,-0.11877628,0.04444315,0.10170817,0.31594017,0.06593061,0.13355373,0.16018295,0.21867447,0.14535747,0.2140028,0.21785444,0.16421707,0.29752511,0.28504944,0.27487254,0.18065313,0,09:43.2,0,0,0,,,,,,,,,,,,,,,,,
