Digital Gain,11.69,3.41,10.81,3.18,8.39,2.1,42.43,13.77,17.22,3.29,33.33,5.65,17.99,4.27,19.35,4.27,57.58,9.73,12.14,2.11,31.65,5.64,14.5,3.2,11.67,2.4,58.64,13,85.27,18.81,18.7,5.53,38.47,7.62,20.03,3.84,37.17,9.2,4.42,1.82,11.4,2.87,17.88,4.07
715,0.09469824,0.10820304,0.29503128,-0.14101095,0.07636315,0.03809589,-0.13948433,-0.06932422,0.04780881,0.17917721,0.03511305,0.04589848,0.10861712,0.18375865,0.12001226,0.16574392,0.17926078,0.16474269,0.20507023,0.11828132,0.22762977,0.17895027,0,08:37.2,0,0,0,,,,,,,,,,,,,,,,,
716,0.09268764,0.10586427,0.29418316,-0.14041859,0.07575723,0.03715088,-0.14024609,-0.06880154,0.04891438,0.17951597,0.03512802,0.04695532,0.10895567,0.18309817,0.11974911,0.16566676,0.17902537,0.16460574,0.20557529,0.11779133,0.22680339,0.17867503,0,08:37.2,0,0,0,,,,,,,,,,,,,,,,,
717,0.09075473,0.10358033,0.29336637,-0.13976894,0.0751715,0.03633741,-0.1409909,-0.06818069,0.04999436,0.17986219,0.0351388,0.04807032,0.10930357,0.18238553,0.11937722,0.16554524,0.17875601,0.16447213,0.20597389,0.11729247,0.22593465,0.17834562,0,08:37.4,0,0,0,,,,,,,,,,,,,,,,,
718,0.088929,0.10138065,0.29259807,-0.13905723,0.07462775,0.03567303,-0.14169912,-0.06745387,0.05106086,0.18023539,0.03515795,0.04924817,0.10966987,0.18165563,0.11891546,0.16539085,0.17847483,0.16435209,0.20627324,0.1167938,0.22504272,0.17797893,0,08:37.5,0,0,0,,,,,,,,,,,,,,,,,
719,0.08722429,0.09928251,0.29188654,-0.13828497,0.07413034,0.03516829,-0.14236639,-0.06662164,0.0521167,0.18063793,0.03518813,0.05048706,0.11005424,0.18091524,0.11837213,0.16520919,0.17818981,0.1642528,0.20647445,0.11630528,0.22413634,0.17757519,0,08:37.5,0,0,0,,,,,,,,,,,,,,,,,
720,0.08566306,0.0973064,0.29124305,-0.13745044,0.07370286,0.034841,-0.14297992,-0.06568018,0.05317109,0.18108417,0.0352369,0.05179241,0.11046202,0.18017948,0.11775551,0.16500425,0.17790703,0.16418009,0.20657961,0.11583582,0.22323135,0.1771449,0,08:37.7,0,0,0,,,,,,,,,,,,,,,,,
721,0.08427305,0.09547929,0.29068607,-0.13654903,0.07336842,0.03471073,-0.14352416,-0.06462333,0.05424045,0.18159208,0.0353168,0.05316734,0.11090205,0.17948414,0.11707587,0.16478515,0.17765196,0.1641435,0.20659541,0.11539599,0.22234428,0.17670506,0,08:37.8,0,0,0,,,,,,,,,,,,,,,,,
722,0.0830748,0.09382602,0.29023042,-0.13557495,0.07314833,0.03479243,-0.14398186,-0.06344346,0.05532295,0.18218003,0.03543318,0.05461881,0.11138384,0.17884651,0.11634471,0.16456552,0.17743975,0.16415514,0.20653185,0.11499256,0.22149807,0.17626627,0,08:37.8,0,0,0,,,,,,,,,,,,,,,,,
723,0.08209238,0.09236677,0.2898891,-0.13452053,0.0730663,0.03510618,-0.14434138,-0.06213328,0.05643664,0.18286465,0.03559696,0.0561524,0.11191574,0.17829172,0.11558356,0.16435786,0.17728467,0.16422118,0.20639695,0.1146336,0.22071286,0.17584394,0,08:37.9,0,0,0,,,,,,,,,,,,,,,,,
724,0.08134627,0.09112331,0.2896775,-0.1333884,0.07314347,0.03566837,-0.14459047,-0.06068544,0.05759645,0.18365942,0.03581525,0.05777414,0.11250333,0.17783082,0.11481164,0.16417404,0.17721036,0.16434906,0.2062021,0.11432831,0.22001044,0.17545626,0,08:38.0,0,0,0,,,,,,,,,,,,,,,,,
725,0.0808555,0.09011653,0.28960875,-0.13216795,0.07339909,0.03648709,-0.14471239,-0.05909863,0.05880024,0.18458208,0.03609556,0.05948943,0.11315316,0.17748696,0.1140413,0.16402531,0.17723407,0.16455245,0.2059478,0.11408453,0.21941289,0.17511268,0,08:38.2,0,0,0,,,,,,,,,,,,,,,,,
726,0.08063293,0.08936363,0.28969219,-0.1308582,0.07385227,0.03757595,-0.14469121,-0.0573654,0.06007377,0.18564685,0.03645083,0.06130188,0.11387227,0.17728144,0.11328819,0.16392972,0.17736726,0.16483282,0.20564412,0.11390781,0.21893841,0.17483428,0,08:38.3,0,0,0,,,,,,,,,,,,,,,,,
727,0.08068494,0.08887222,0.28993022,-0.12946182,0.07451292,0.03893711,-0.14452155,-0.05548818,0.06140989,0.18685396,0.03688448,0.06321123,0.11466363,0.1772171,0.11256906,0.16389534,0.17762393,0.16519734,0.20530374,0.11380661,0.21860152,0.17462182,0,08:38.4,0,0,0,,,,,,,,,,,,,,,,,
728,0.08101368,0.08864675,0.29032385,-0.12798433,0.07537223,0.04056241,-0.14420074,-0.05347379,0.06279732,0.1882025,0.03739598,0.06521439,0.11552303,0.17728613,0.11189655,0.16392645,0.17799684,0.16564298,0.20492871,0.1137872,0.21840902,0.17448582,0,08:38.5,0,0,0,,,,,,,,,,,,,,,,,
729,0.08161131,0.08868669,0.29086739,-0.12643073,0.07642193,0.04244911,-0.14372303,-0.05132477,0.06424453,0.18968725,0.03798858,0.06730888,0.11644501,0.17749788,0.11127996,0.16403159,0.17849451,0.16616204,0.20452464,0.11385283,0.21836269,0.17442365,0,08:38.5,0,0,0,,,,,,,,,,,,,,,,,
730,0.08247694,0.08898921,0.29155797,-0.12480662,0.07766139,0.04458633,-0.14309156,-0.04904735,0.06572491,0.19130705,0.03866065,0.06949322,0.11742966,0.17784835,0.11072734,0.16421048,0.17911166,0.16674197,0.20409608,0.11400664,0.2184663,0.1744424,0,08:38.6,0,0,0,,,,,,,,,,,,,,,,,
731,0.08360653,0.08955557,0.29239351,-0.12311665,0.07909446,0.04696374,-0.14230418,-0.04664611,0.06723416,0.19306077,0.03941539,0.07176689,0.11847082,0.17833899,0.11025255,0.1644683,0.17984846,0.16738836,0.20365085,0.11425062,0.21872523,0.17454353,0,08:38.8,0,0,0,,,,,,,,,,,,,,,,,
732,0.08499244,0.09038216,0.293369,-0.12136985,0.08071418,0.04957708,-0.14136164,-0.04412868,0.06878188,0.19494723,0.04025206,0.07412814,0.11956932,0.17896873,0.10986736,0.16481292,0.18071437,0.16809487,0.20319304,0.11458457,0.21914797,0.17473079,0,08:38.9,0,0,0,,,,,,,,,,,,,,,,,
733,0.086628,0.09146246,0.29447883,-0.11956677,0.08251999,0.05241355,-0.1402633,-0.04149722,0.07035307,0.1969635,0.04116726,0.07657784,0.12072049,0.179739,0.1095691,0.16524436,0.18170027,0.16885747,0.20272322,0.11500826,0.2197345,0.17500952,0,08:39.0,0,0,0,,,,,,,,,,,,,,,,,
734,0.08850175,0.09278645,0.29571697,-0.11771712,0.08450691,0.05546179,-0.13901012,-0.03875875,0.07193474,0.19910553,0.0421638,0.07911289,0.12192097,0.18062311,0.10936569,0.16576481,0.18280627,0.16966558,0.20224673,0.11552142,0.22048463,0.17537984,0,08:39.0,0,0,0,,,,,,,,,,,,,,,,,
735,0.09059882,0.09434122,0.29707354,-0.11583075,0.08665803,0.0587107,-0.13760664,-0.03592462,0.07353516,0.2013623,0.04323705,0.08172949,0.12316304,0.18161862,0.10927263,0.16637367,0.1840346,0.17051344,0.20176768,0.11611961,0.22139397,0.17584062,0,08:39.2,0,0,0,,,,,,,,,,,,,,,,,
736,0.0928993,0.09611177,0.29853442,-0.11391684,0.08896765,0.06213758,-0.13606524,-0.03300308,0.07512651,0.20372546,0.04438221,0.08442342,0.12444056,0.18271199,0.1092751,0.1670714,0.18536046,0.17139094,0.20128633,0.11679897,0.22245443,0.17638528,0,08:39.2,0,0,0,,,,,,,,,,,,,,,,,
737,0.09538271,0.09807856,0.30008477,-0.11198337,0.09141664,0.06572308,-0.13439272,-0.03000592,0.07670592,0.20618166,0.04559039,0.08718935,0.12574516,0.18388949,0.10938165,0.16785213,0.18678167,0.17228968,0.20080581,0.11755417,0.22365849,0.17701612,0,08:39.3,0,0,0,,,,,,,,,,,,,,,,,
738,0.09801355,0.10021269,0.30170235,-0.11005653,0.09396423,0.06943191,-0.13260747,-0.02695336,0.07825008,0.2086997,0.04685189,0.09001692,0.12706277,0.18512838,0.10957908,0.16871132,0.18827784,0.17319149,0.20032783,0.11837962,0.22498405,0.17771052,0,08:39.5,0,0,0,,,,,,,,,,,,,,,,,
739,0.10075615,0.10248048,0.30335981,-0.10815267,0.09657101,0.07323097,-0.13072914,-0.02387136,0.07972628,0.2112508,0.04815277,0.09289225,0.12837458,0.1863801,0.10986783,0.1696303,0.18981491,0.17407498,0.19984531,0.11926975,0.22640225,0.17845193,0,08:39.5,0,0,0,,,,,,,,,,,,,,,,,
740,0.10357919,0.10485182,0.30503646,-0.10629415,0.09921379,0.07709099,-0.12877135,-0.02077391,0.08112986,0.21381685,0.04948336,0.09580362,0.12966716,0.18762651,0.11022262,0.17059866,0.19137283,0.1749205,0.19935322,0.12021564,0.22789282,0.17922592,0,08:39.7,0,0,0,,,,,,,,,,,,,,,,,
741,0.1064515,0.10729712,0.30671343,-0.10449771,0.1018615,0.0809873,-0.12675582,-0.01767919,0.08243773,0.21637844,0.05083149,0.09874117,0.13092634,0.18883856,0.1106436,0.17160115,0.19293717,0.17571074,0.19885294,0.12120636,0.2294315,0.18002011,0,08:39.8,0,0,0,,,,,,,,,,,,,,,,,
742,0.10934363,0.10979041,0.30836889,-0.10277557,0.10449446,0.08489458,-0.12469852,-0.01460462,0.08363357,0.21891542,0.05218725,0.10169853,0.13214335,0.18999976,0.11110564,0.17262661,0.19448484,0.17643683,0.19834581,0.12223231,0.23099187,0.18082213,0,08:39.9,0,0,0,,,,,,,,,,,,,,,,,
743,0.11222952,0.1123028,0.30998668,-0.1011456,0.10708707,0.08878527,-0.12261627,-0.01156612,0.08470874,0.22141387,0.05354107,0.10466711,0.13330501,0.19109699,0.11160269,0.1736626,0.19599797,0.17708649,0.19782554,0.12328295,0.23255476,0.18162161,0,08:40.0,0,0,0,,,,,,,,,,,,,,,,,
744,0.11507861,0.11480625,0.31154662,-0.09961595,0.10962033,0.09263454,-0.12052456,-0.0085804,0.08565248,0.2238538,0.05488233,0.10763709,0.13439682,0.19209935,0.1121234,0.17469421,0.19745718,0.17764737,0.19729078,0.12434586,0.23410007,0.18240547,0,08:40.0,0,0,0,,,,,,,,,,,,,,,,,
745,0.11786184,0.11727123,0.31303066,-0.09821007,0.11206257,0.09641966,-0.11844312,-0.0056654,0.08645039,0.22621687,0.05619792,0.110598,0.13540836,0.19298366,0.11265252,0.17570813,0.19883633,0.1781074,0.19673383,0.12541063,0.23559837,0.18315558,0,08:40.2,0,0,0,,,,,,,,,,,,,,,,,
746,0.12055261,0.11966995,0.31442443,-0.09693655,0.11439423,0.10012132,-0.11638984,-0.00283473,0.08709162,0.22849053,0.05748153,0.11354037,0.13633163,0.1937355,0.11317787,0.17669643,0.20012572,0.17845993,0.19616173,0.12646495,0.23703319,0.18386334,0,08:40.3,0,0,0,,,,,,,,,,,,,,,,,
747,0.12312144,0.12197331,0.31570762,-0.09581329,0.11659189,0.10371015,-0.11437922,-0.00010672,0.08756457,0.23065226,0.05872216,0.11645339,0.13714956,0.19432847,0.11367628,0.1776384,0.20129837,0.17869079,0.1955692,0.12749764,0.23837513,0.18451229,0,08:40.4,0,0,0,,,,,,,,,,,,,,,,,
748,0.12552753,0.12414441,0.31685522,-0.09486448,0.118604,0.10715151,-0.11243977,0.00249444,0.08786582,0.23267271,0.05990452,0.11932127,0.13784769,0.1947391,0.11412508,0.17851605,0.202338,0.17878383,0.19495293,0.12849638,0.23958859,0.18508016,0,08:40.4,0,0,0,,,,,,,,,,,,,,,,,
749,0.12773584,0.12614889,0.3178446,-0.0941117,0.12039642,0.11041713,-0.11059267,0.00494746,0.08796195,0.23452742,0.06101384,0.12212757,0.13840733,0.19493878,0.11452275,0.17931034,0.20320664,0.17872702,0.19430712,0.12944962,0.24063718,0.18554574,0,08:40.5,0,0,0,,,,,,,,,,,,,,,,,
750,0.12971623,0.12795761,0.31865728,-0.09357274,0.12194626,0.11348285,-0.10885377,0.00723527,0.08785018,0.23619753,0.06203881,0.12485791,0.13881305,0.19491534,0.11483879,0.18000294,0.20387769,0.17850699,0.19362687,0.13034461,0.24149401,0.18589239,0,08:40.6,0,0,0,,,,,,,,,,,,,,,,,
751,0.1314446,0.12954469,0.31928131,-0.0932541,0.12323008,0.11632723,-0.10724411,0.00934219,0.08752131,0.23766772,0.0629724,0.12750462,0.13905872,0.19465132,0.11505306,0.18057424,0.20433767,0.17811416,0.1929161,0.13116907,0.24213414,0.18610537,0,08:40.7,0,0,0,,,,,,,,,,,,,,,,,
752,0.13290147,0.13088953,0.3197071,-0.09317326,0.12423304,0.1189393,-0.1057768,0.01125534,0.08696175,0.23893145,0.06380712,0.13005832,0.13913155,0.19414075,0.11515345,0.18101086,0.20457117,0.17754851,0.19216496,0.13190953,0.24253698,0.18617195,0,08:40.9,0,0,0,,,,,,,,,,,,,,,,,
753,0.13407063,0.13197455,0.31992513,-0.09333701,0.12494536,0.12130354,-0.10445771,0.01296701,0.08618562,0.2399801,0.0645351,0.13251056,0.13902687,0.19336252,0.11513888,0.18130277,0.20457202,0.17680752,0.19137433,0.13255499,0.24268684,0.18608661,0,08:41.0,0,0,0,,,,,,,,,,,,,,,,,
754,0.1349389,0.13278466,0.31993273,-0.09375165,0.1253475,0.12341769,-0.1032991,0.01447051,0.0851847,0.24080643,0.06515434,0.13485524,0.13873689,0.19232476,0.11499757,0.1814362,0.2043245,0.17589371,0.19054647,0.13309674,0.24257044,0.18584247,0,08:41.0,0,0,0,,,,,,,,,,,,,,,,,
755,0.13549596,0.13330872,0.31972584,-0.09442206,0.12544017,0.12527023,-0.10231079,0.01575905,0.08395856,0.24140634,0.06566036,0.13708605,0.1382609,0.19101219,0.11471807,0.1814055,0.2038248,0.17481242,0.18967825,0.13352458,0.24217169,0.18543342,0,08:41.1,0,0,0,,,,,,,,,,,,,,,,,
756,0.13573582,0.13353428,0.31930301,-0.09534942,0.12521973,0.12685449,-0.10149626,0.01682881,0.08249839,0.24177971,0.06605083,0.13919713,0.13759728,0.18944141,0.11430297,0.18120024,0.20307867,0.17356013,0.18877205,0.13383067,0.24148481,0.18485731,0,08:41.3,0,0,0,,,,,,,,,,,,,,,,,
757,0.13565554,0.13345949,0.31866899,-0.09653013,0.12468833,0.12817298,-0.10085963,0.01768265,0.08082701,0.24193059,0.06632989,0.14118838,0.13674641,0.18762024,0.11373992,0.18081766,0.20208374,0.17214733,0.18782906,0.13400777,0.24050815,0.18411405,0,08:41.4,0,0,0,,,,,,,,,,,,,,,,,
758,0.13524278,0.13307223,0.31781855,-0.09797922,0.12382454,0.12921764,-0.10040673,0.01831337,0.07894356,0.24184774,0.06649342,0.14305092,0.13570184,0.18551984,0.11303326,0.18024996,0.20083439,0.17057289,0.18685097,0.13405296,0.23923293,0.18319769,0,08:41.4,0,0,0,,,,,,,,,,,,,,,,,
759,0.13447486,0.13235378,0.3167406,-0.09970944,0.1225911,0.1299663,-0.10015386,0.01870689,0.07682926,0.24150845,0.06653097,0.14476827,0.13445041,0.18312798,0.11216101,0.17948169,0.19929942,0.16882597,0.18583269,0.1339604,0.23763043,0.18209054,0,08:41.5,0,0,0,,,,,,,,,,,,,,,,,
760,0.13335511,0.13130373,0.31543857,-0.10170779,0.12100238,0.13042261,-0.10010643,0.01886717,0.07448857,0.24091588,0.06644366,0.14633887,0.13299446,0.18045233,0.1111275,0.17850639,0.19749096,0.16690801,0.18477607,0.13372582,0.23569767,0.18079081,0,08:41.7,0,0,0,,,,,,,,,,,,,,,,,
761,0.13188975,0.12992586,0.31391913,-0.10397719,0.11905545,0.13059278,-0.10025804,0.01879595,0.07193842,0.24007663,0.06623289,0.14776137,0.13133875,0.17748772,0.10994422,0.17731911,0.19541612,0.16483533,0.18368226,0.1333475,0.23344092,0.17930254,0,08:41.8,0,0,0,,,,,,,,,,,,,,,,,
762,0.1300877,0.12822513,0.31219387,-0.10651097,0.11676611,0.13048778,-0.10060341,0.01850728,0.06917835,0.23900132,0.06590431,0.14903633,0.12949218,0.17427599,0.10860723,0.17591894,0.19308163,0.1626153,0.18255225,0.13282435,0.23086429,0.17763034,0,08:41.8,0,0,0,,,,,,,,,,,,,,,,,
763,0.12796274,0.12621406,0.31027517,-0.10929273,0.11414859,0.13011007,-0.10113914,0.01800789,0.06622171,0.23770081,0.06546516,0.15016644,0.12745623,0.17080763,0.10711569,0.17431183,0.19050494,0.16025968,0.18138464,0.13215783,0.22798035,0.17577991,0,08:42.0,0,0,0,,,,,,,,,,,,,,,,,
764,0.12553081,0.12390668,0.30817902,-0.11230794,0.11121654,0.12947546,-0.10185563,0.01731168,0.06309701,0.23618454,0.06491933,0.15115462,0.12524261,0.16711703,0.1054743,0.17249908,0.18769841,0.15777677,0.18018346,0.13135102,0.22480467,0.17376353,0,08:42.0,0,0,0,,,,,,,,,,,,,,,,,
765,0.12281272,0.12131997,0.30592132,-0.1155397,0.10799224,0.1286087,-0.10274808,0.01643343,0.0598115,0.23446888,0.06428057,0.15200518,0.12286513,0.16321124,0.10369748,0.1704866,0.18468091,0.15519147,0.17895111,0.13040787,0.22135386,0.17159243,0,08:42.1,0,0,0,,,,,,,,,,,,,,,,,
766,0.11983126,0.11847489,0.30351982,-0.11896756,0.10449588,0.12752837,-0.10380226,0.01538956,0.05638197,0.23257071,0.06355581,0.15272622,0.12033354,0.15910631,0.10179459,0.16828585,0.18147522,0.15251659,0.17769298,0.12933475,0.21765092,0.16927767,0,08:42.3,0,0,0,,,,,,,,,,,,,,,,,
767,0.11661679,0.11539595,0.30099779,-0.12256918,0.10076107,0.12624922,-0.10500377,0.01420192,0.05284033,0.23051086,0.06275323,0.15332651,0.11766685,0.15484798,0.09978223,0.16590504,0.17810777,0.14976564,0.17641188,0.12814066,0.21371885,0.16684327,0,08:42.4,0,0,0,,,,,,,,,,,,,,,,,
768,0.11319675,0.11210958,0.29837787,-0.12632185,0.09681752,0.12479314,-0.10633294,0.01289195,0.0492009,0.22831385,0.06188781,0.15381724,0.11488754,0.15046376,0.09767275,0.16336048,0.17460646,0.14696181,0.17511553,0.12683417,0.20959254,0.16430558,0,08:42.5,0,0,0,,,,,,,,,,,,,,,,,
769,0.10956152,0.10861283,0.29565421,-0.13022897,0.09263482,0.12315506,-0.1077961,0.01145634,0.04547573,0.22595495,0.06095327,0.15418749,0.111988,0.14592786,0.09546483,0.16064976,0.17096111,0.14409256,0.17380354,0.12542677,0.20526212,0.16165578,0,08:42.5,0,0,0,,,,,,,,,,,,,,,,,
770,0.10574321,0.104934,0.29284808,-0.13426627,0.08823992,0.12135626,-0.10938435,0.00991358,0.04167482,0.2234538,0.05995955,0.15444341,0.10898377,0.14127427,0.0931636,0.1577784,0.16719696,0.141175,0.17247233,0.12392925,0.20075151,0.15890495,0,08:42.7,0,0,0,,,,,,,,,,,,,,,,,
771,0.10177331,0.10109849,0.2899808,-0.13840581,0.08366898,0.1194191,-0.11107762,0.00829188,0.03780923,0.22083801,0.05891889,0.15459894,0.10589553,0.13652864,0.09078614,0.15476301,0.16334178,0.13822463,0.17112947,0.12235186,0.19609398,0.15607375,0,08:42.8,0,0,0,,,,,,,,,,,,,,,,,
772,0.09767927,0.09713615,0.28707638,-0.14262007,0.07895298,0.11736771,-0.11286326,0.00660677,0.03390907,0.21812578,0.05784127,0.15466271,0.1027416,0.13172726,0.08834919,0.15162036,0.15942544,0.1352555,0.16977412,0.12070829,0.19131504,0.15317893,0,08:42.8,0,0,0,,,,,,,,,,,,,,,,,
773,0.09349996,0.0930796,0.28415999,-0.14687702,0.07412349,0.11523417,-0.11471865,0.00488835,0.03000945,0.21534209,0.05673783,0.15464771,0.09954688,0.12690306,0.08584511,0.14836708,0.15547273,0.13228746,0.1684116,0.11901258,0.18645081,0.15024184,0,08:43.0,0,0,0,,,,,,,,,,,,,,,,,
774,0.08926968,0.08896057,0.28125569,-0.15114599,0.06922468,0.11304521,-0.1166235,0.00315871,0.0261445,0.21251494,0.05562249,0.15456858,0.09633218,0.12208364,0.08331379,0.14502376,0.15150997,0.12934068,0.16705653,0.11727909,0.18153214,0.14728361,0,08:43.0,0,0,0,,,,,,,,,,,,,,,,,
775,0.08502122,0.08480948,0.27838683,-0.15539925,0.06429513,0.11082438,-0.11856236,0.00144252,0.0223341,0.20966752,0.05450565,0.15443817,0.09311729,0.11730256,0.08076067,0.14160934,0.14757356,0.12643951,0.16570872,0.11552321,0.17659864,0.14432482,0,08:43.1,0,0,0,,,,,,,,,,,,,,,,,
776,0.08079005,0.08066081,0.27557772,-0.15960693,0.05936981,0.10859901,-0.12051494,-0.00024115,0.01859778,0.20682453,0.05339613,0.15426908,0.08992571,0.11259501,0.0781949,0.13814558,0.14369233,0.12359672,0.16437162,0.11375918,0.1716858,0.14138731,0,08:43.2,0,0,0,,,,,,,,,,,,,,,,,
777,0.07661592,0.0765487,0.27285677,-0.16372888,0.05449867,0.10640394,-0.12245492,-0.00185989,0.01497894,0.20402081,0.0523111,0.15407926,0.0867878,0.10801741,0.07564528,0.1346582,0.13989684,0.12082994,0.1630539,0.11200313,0.16683212,0.13849713,0,08:43.4,0,0,0,,,,,,,,,,,,,,,,,
778,0.07253356,0.07251018,0.27025229,-0.16773288,0.04972579,0.10427446,-0.12435933,-0.00338908,0.01151201,0.20128834,0.05126865,0.15388818,0.08373079,0.1036001,0.07312313,0.13117541,0.13623174,0.11817253,0.16176464,0.11027084,0.1620836,0.13568795,0,08:43.4,0,0,0,,,,,,,,,,,,,,,,,
779,0.068533,0.06854546,0.26775405,-0.17162375,0.04501494,0.10219523,-0.12623493,-0.00483038,0.00819398,0.19859971,0.05025825,0.15368757,0.08075013,0.09934793,0.07063308,0.12770401,0.13268612,0.11561509,0.16050936,0.10857812,0.15743628,0.13294096,0,08:43.5,0,0,0,,,,,,,,,,,,,,,,,
780,0.06464399,0.0646781,0.26537898,-0.1753768,0.04040092,0.10018494,-0.12806612,-0.00617088,0.00503684,0.1959776,0.04928399,0.15348494,0.07786616,0.09526081,0.06817519,0.12425788,0.12926582,0.11315448,0.15928859,0.1069386,0.15291284,0.13027276,0,08:43.7,0,0,0,,,,,,,,,,,,,,,,,
781,0.06089696,0.06093667,0.26314941,-0.17895955,0.03592603,0.09826998,-0.12982912,-0.0073877,0.00205992,0.19345246,0.04836042,0.15329802,0.07510144,0.09138338,0.06576798,0.12086178,0.12601605,0.11081179,0.15810907,0.10536283,0.14854987,0.12770443,0,08:43.8,0,0,0,,,,,,,,,,,,,,,,,
782,0.05731162,0.05734135,0.26107785,-0.18235441,0.03161385,0.09647359,-0.131513,-0.00846436,-0.00069813,0.1910399,0.04749481,0.15313751,0.07247111,0.087735,0.06341553,0.11753554,0.12295508,0.10860372,0.15697625,0.10386325,0.14437388,0.1252494,0,08:43.9,0,0,0,,,,,,,,,,,,,,,,,
783,0.05391293,0.05391738,0.25918263,-0.1855415,0.02750297,0.09481511,-0.13310048,-0.00938695,-0.00322495,0.18876404,0.04669472,0.1530164,0.0699961,0.08434571,0.06114453,0.11430325,0.12009376,0.10654351,0.15589938,0.10245002,0.14041451,0.12292863,0,08:43.9,0,0,0,,,,,,,,,,,,,,,,,
784,0.05072228,0.05068591,0.25747654,-0.18849331,0.02362333,0.09331512,-0.13457195,-0.01014123,-0.00550776,0.1866453,0.04596298,0.15294862,0.06769625,0.08125756,0.05895602,0.11119017,0.11746234,0.10464226,0.15488286,0.10113291,0.13669601,0.12075844,0,08:44.0,0,0,0,,,,,,,,,,,,,,,,,
785,0.04775565,0.04766386,0.25597072,-0.19119647,0.0199959,0.09198549,-0.13591672,-0.01071562,-0.00752428,0.18469934,0.04530525,0.15294139,0.0655866,0.07847009,0.0568572,0.10821231,0.11507446,0.10291106,0.15393341,0.09992019,0.13324605,0.11875217,0,08:44.2,0,0,0,,,,,,,,,,,,,,,,,
786,0.04503084,0.04486951,0.25467524,-0.19363838,0.01664821,0.09084988,-0.1371247,-0.01109742,-0.00926689,0.18294606,0.04473111,0.15300721,0.06368038,0.07599903,0.05486812,0.10539291,0.11293916,0.10136077,0.15306042,0.09881922,0.13008766,0.11692215,0,08:44.3,0,0,0,,,,,,,,,,,,,,,,,
787,0.04257262,0.04232488,0.2536076,-0.19579132,0.01362501,0.08992893,-0.13817364,-0.0112748,-0.01071179,0.1814135,0.04424954,0.15316354,0.06199846,0.07387941,0.05300181,0.10275558,0.11108339,0.10000812,0.15227364,0.0978358,0.12725358,0.11529117,0,08:44.4,0,0,0,,,,,,,,,,,,,,,,,
788,0.04038013,0.04003688,0.25276738,-0.19765557,0.01091913,0.08922381,-0.13905855,-0.01124294,-0.0118459,0.18010375,0.04386421,0.15341647,0.06054953,0.07212425,0.05126272,0.10032274,0.10951556,0.09885735,0.1515813,0.09697562,0.12475734,0.11386544,0,08:44.5,0,0,0,,,,,,,,,,,,,,,,,
789,0.03842658,0.03798676,0.25213143,-0.19925344,0.0084932,0.08871623,-0.13979122,-0.01102356,-0.01269141,0.1789858,0.04356299,0.15375394,0.05931916,0.07069633,0.04965459,0.09809448,0.1082048,0.09788704,0.15098107,0.09624358,0.122582,0.11262377,0,08:44.5,0,0,0,,,,,,,,,,,,,,,,,
790,0.03669944,0.03616579,0.25168791,-0.20058857,0.00633132,0.08839489,-0.1403764,-0.01062774,-0.01327293,0.17804879,0.04332998,0.15416929,0.05830394,0.06958853,0.04817326,0.09607112,0.10713957,0.09708108,0.1504762,0.09564057,0.12071249,0.11155634,0,08:44.6,0,0,0,,,,,,,,,,,,,,,,,
791,0.03520203,0.03457872,0.2514345,-0.20166156,0.00445294,0.08826508,-0.14080814,-0.01005814,-0.0135948,0.177306,0.04317321,0.15466946,0.05750883,0.06880283,0.04682697,0.0942625,0.1063211,0.09644066,0.15006898,0.09516533,0.11915886,0.11067019,0,08:44.8,0,0,0,,,,,,,,,,,,,,,,,
792,0.03392756,0.03322515,0.25136632,-0.20247412,0.00285298,0.08832397,-0.14108869,-0.00931688,-0.01365567,0.17675816,0.04309273,0.15525776,0.05693281,0.06833753,0.04560024,0.09267999,0.10574626,0.09596319,0.14975969,0.09481443,0.11792454,0.10996856,0,08:44.8,0,0,0,,,,,,,,,,,,,,,,,
793,0.03287362,0.03210326,0.25147915,-0.20303603,0.00153409,0.0885698,-0.14121744,-0.00840876,-0.01345877,0.17640622,0.04308295,0.15593538,0.05657825,0.06818351,0.04451112,0.09133147,0.10540802,0.09565288,0.14955159,0.09458491,0.11701464,0.10944635,0,08:45.0,0,0,0,,,,,,,,,,,,,,,,,
794,0.03203363,0.03120906,0.25176331,-0.20334661,0.00049468,0.08899834,-0.14119497,-0.00733954,-0.01301847,0.17625223,0.04314476,0.1567069,0.05644128,0.06833594,0.04356351,0.09022441,0.10530253,0.09550609,0.14944415,0.09447371,0.1164273,0.10910531,0,08:45.0,0,0,0,,,,,,,,,,,,,,,,,
795,0.03139628,0.03053523,0.25220761,-0.20342273,-0.00027872,0.08961002,-0.14102265,-0.00612198,-0.01234468,0.17628787,0.04327441,0.15756951,0.05651429,0.06876341,0.04275675,0.08935575,0.10542443,0.09551229,0.14944421,0.09447785,0.11615512,0.10894183,0,08:45.2,0,0,0,,,,,,,,,,,,,,,,,
796,0.03095214,0.03007423,0.25280273,-0.20326914,-0.00079458,0.09038986,-0.1407087,-0.00476349,-0.01144551,0.176511,0.0434725,0.15852258,0.05679408,0.06947164,0.04209441,0.08873089,0.1057548,0.09566905,0.14954436,0.09459192,0.11619189,0.10895014,0,08:45.3,0,0,0,,,,,,,,,,,,,,,,,
